H_um,p_inlet_Pa,Nx,Ny,dt,n_passos,nm_membrana,np_rede,w_centro_max_m,w_centro_final_m,w_max_m,p_outlet_max_Pa,p_outlet_final_Pa,q_outlet_max_abs_m3s,q_outlet_final_m3s,volume_final_m3,potencia_max_abs_W,potencia_final_W,tempo_execucao_s
1250,10000.0,51,51,0.00625,1921,2601,224,0.00014670367269564225,8.110060750939246e-05,0.00014670367269564225,11214.880011246933,9997.952254422013,2.751994865101297e-05,3.653149480870494e-08,8.205142747544085e-10,0.2751994865101297,0.0003653149480870494,18.56190999499995
1250,10000.0,51,51,0.0125,961,2601,224,0.00014433751053200683,8.131617838874676e-05,0.00014433751053200683,11148.425670951505,9999.63290422393,2.7296668054518085e-05,6.548937306988137e-09,8.144432786038348e-10,0.27296668054518086,6.548937306988137e-05,9.735341586999311
1250,10000.0,51,51,0.025,481,2601,224,0.00014025491512052192,8.092060576780962e-05,0.00014025491512052192,11041.266387712185,9998.11588973952,2.6856779838200707e-05,3.361226362498319e-08,8.075253048084561e-10,0.26856779838200706,0.0003361226362498319,5.112774973000342
1250,10000.0,51,51,0.05,241,2601,224,0.0001336370886402738,8.017043654632567e-05,0.0001336370886402738,10879.840238011458,9996.274565088483,2.600346679967926e-05,6.646123797211952e-08,8.006752946772856e-10,0.2600346679967926,0.0006646123797211952,2.791425094999795
1250,10000.0,101,101,0.00625,1921,10201,224,0.00014557214461187375,8.046767246953005e-05,0.00014557214461187375,11208.848075314285,10009.981773147229,2.7266649510774472e-05,-1.7807343748720804e-07,8.092944833034557e-10,0.2726664951077447,-0.0017807343748720804,100.77836559499974
1250,10000.0,101,101,0.0125,961,10201,224,0.00014332211303583732,8.070911448936203e-05,0.00014332211303583732,11141.789107269853,10006.454281958784,2.7044422764246276e-05,-1.1514348784405909e-07,8.031580776829494e-10,0.2704442276424628,-0.001151434878440591,53.21665472299992
1250,10000.0,101,101,0.025,481,10201,224,0.0001393244400766423,8.034606804953395e-05,0.0001393244400766423,11034.991525998115,10001.67232290753,2.6606646724290293e-05,-2.983400689240487e-08,7.962688160251315e-10,0.26606646724290295,-0.0002983400689240487,26.944735771000524
1250,10000.0,101,101,0.05,241,10201,224,0.00013278104577121256,7.960473054272385e-05,0.00013278104577121256,10874.484553654573,9997.764028313131,2.5757502191767752e-05,3.9889422283555776e-08,7.894456650735256e-10,0.2575750219176775,0.00039889422283555774,14.568063323000388
1250,20000.0,51,51,0.00625,1921,2601,224,0.0002934073453912845,0.00016220121501878492,0.0002934073453912845,22429.760022493865,19995.904508844025,5.503989730202594e-05,7.306298961740988e-08,1.641028549508817e-09,1.1007979460405188,0.0014612597923481976,18.92825341900061
1250,20000.0,51,51,0.0125,961,2601,224,0.00028867502106401366,0.00016263235677749352,0.00028867502106401366,22296.85134190301,19999.26580844786,5.459333610903617e-05,1.3097874613976274e-08,1.6288865572076696e-09,1.0918667221807234,0.00026195749227952547,9.577491189999819
1250,20000.0,51,51,0.025,481,2601,224,0.00028050983024104385,0.00016184121153561923,0.00028050983024104385,22082.53277542437,19996.23177947904,5.3713559676401414e-05,6.722452724996638e-08,1.6150506096169121e-09,1.0742711935280282,0.0013444905449993276,5.104305159999967
1250,20000.0,51,51,0.05,241,2601,224,0.0002672741772805476,0.00016034087309265134,0.0002672741772805476,21759.680476022917,19992.549130176965,5.200693359935852e-05,1.3292247594423904e-07,1.6013505893545712e-09,1.0401386719871704,0.002658449518884781,2.784307619000174
1250,20000.0,101,101,0.00625,1921,10201,224,0.0002911442892237475,0.0001609353449390601,0.0002911442892237475,22417.69615062857,20019.963546294457,5.4533299021548944e-05,-3.561468749744161e-07,1.6185889666069114e-09,1.0906659804309788,-0.0071229374994883216,101.08417167700009
1250,20000.0,101,101,0.0125,961,10201,224,0.00028664422607167463,0.00016141822897872406,0.00028664422607167463,22283.578214539706,20012.90856391757,5.408884552849255e-05,-2.3028697568811818e-07,1.6063161553658988e-09,1.0817769105698511,-0.004605739513762364,51.64517236000029
1250,20000.0,101,101,0.025,481,10201,224,0.0002786488801532846,0.0001606921360990679,0.0002786488801532846,22069.98305199623,20003.34464581506,5.321329344858059e-05,-5.966801378480974e-08,1.592537632050263e-09,1.0642658689716118,-0.001193360275696195,26.92853234100039
1250,20000.0,101,101,0.05,241,10201,224,0.0002655620915424251,0.0001592094610854477,0.0002655620915424251,21748.969107309145,19995.528056626263,5.1515004383535504e-05,7.977884456711155e-08,1.5788913301470513e-09,1.03030008767071,0.001595576891342231,14.593147933999717
1500,5000.0,51,51,0.00625,1921,2601,224,7.850268839836377e-05,4.426983451583241e-05,7.850268839836377e-05,5360.3960793335755,5009.981444845003,1.4789355820531392e-05,-3.69240935113894e-07,4.443067762260662e-10,0.07394677910265696,-0.00184620467556947,18.69741745200008
1500,5000.0,51,51,0.0125,961,2601,224,7.725967950219515e-05,4.376119423386944e-05,7.725967950219515e-05,5341.731773784971,5008.301003554001,1.4662914178420748e-05,-3.0707681727508074e-07,4.3470084594069254e-10,0.07331457089210373,-0.0015353840863754037,9.573095660000035
1500,5000.0,51,51,0.025,481,2601,224,7.501257402230521e-05,4.2549247280909035e-05,7.501257402230521e-05,5311.16745248022,5004.3531863188755,1.4415563425689772e-05,-1.610362640076785e-07,4.219209177122094e-10,0.07207781712844887,-0.0008051813200383926,5.06323464200068
1500,5000.0,51,51,0.05,241,2601,224,7.128972357334388e-05,4.101968525730021e-05,7.128972357334388e-05,5263.945236186733,5000.027695953664,1.3931280299269566e-05,-1.0245490623152348e-09,4.084299796398614e-10,0.06965640149634783,-5.122745311576174e-06,2.8569282320004277
